FID,OBJECTID,MM2_DATO_I,MM2_FECHA_,MM2_DIRECC,MM2_BARRIO,MM2_RURAL,MM2_Long,MM2_Lat,MM2_NOMBRE,MM2_CODIGO,cruce_dato,Elevacion,Pendiente,COD_COB25_,NOM_COB25,SIM_COB25,Id_Riesgo,categ_Ries,GEOLOGIA_1,GEOLOGIA_2,DATO_ID,FUENTE,SOLICITUD,FECHA EVENTO,FECHA EVENTO,DIRECCION,BARRIO_VER,RURAL,Long,Lat,ESTACIÓN,CATEGORIA,ENTIDAD,FECHA_INIC,CODIGO,X,Y,P_24H,P_3DIAS,P_7DIAS,P_10DIAS,P15DIAS,P30DIAS,P60DIAS,P90DIAS
475,476,MM0911,9/28/2022,Cl 6B #52-13,Siloe,N/A,-76.55794,3.417642,IDEAS,2622330111,MM0911,1000.874695,48.96360016,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0911,BD_SGRED,Operativo,9/28/2022 0:00,9/28/2022IDEAS,Cl 6B #52-13,Siloe,N/A,-7655794,3417642,IDEAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,5.4,5,14.4,27,60.5,151,358.7,531
476,477,MM0912,9/28/2022,Cl 5B Oeste #41-14,Siloe,N/A,-76.556182,3.424276,LOS CRISTALES,2622330105,MM0912,1092.46582,45.56459045,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0912,BD_SGRED,Operativo,9/28/2022 0:00,9/28/2022LOS CRISTALES,Cl 5B Oeste #41-14,Siloe,N/A,-76556182,3424276,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,17,68,85,145,212,273
477,478,MM0913,10/2/2022,Kr 51 Oeste # 8B - 26,Tierra Blanca,N/A,-76.559942,3.418942,LOS CRISTALES,2622330105,MM0913,1015.099304,28.13564491,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0913,BD_SGRED,Operativo,10/2/2022 0:00,10/2/2022PLANTA RIO CALI,Kr 51 Oeste # 8B - 26,Tierra Blanca,N/A,-76559942,3418942,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,0,60,63.3,84,118.6,136.3,224.9,360
478,479,MM0918,10/14/2022,Sector La Fragua Casa 69,Golondrinas Cabecera,Golondrinas,-76.551653,3.500962,AGUACATAL-MONTEBELLO,2622420101,MM0918,1469.027466,40.68317413,11111,Zonas urbanas continuas,ZUC,2,Amenaza muy alta,Ql/Kv,Lateritas Formacion Volcanica,MM0918,BD_SGRED,Operativo,10/14/2022 0:00,10/14/2022AGUACATAL-MONTEBELLO,Sector La Fragua Casa 69,Golondrinas Cabecera,Golondrinas,-76551653,3500962,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,3,3,10,10,11,20,23,133
479,480,MM0919,10/14/2022,Hoyo Frio,Golondrinas Cabecera,Golondrinas,-76.550777,3.501237,AGUACATAL-MONTEBELLO,2622420101,MM0919,1459.782104,41.90071869,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0919,BD_SGRED,Operativo,10/14/2022 0:00,10/14/2022AGUACATAL-MONTEBELLO,Hoyo Frio,Golondrinas Cabecera,Golondrinas,-76550777,3501237,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,3,3,10,10,11,20,23,133
480,481,MM0920,10/13/2022,Av 10 Calle 12B Norte Sector Casa 20,Bataclan,Golondrinas,-76.53802,3.46503,COLEGIO SAN LUIS,2622400101,MM0920,1118.322998,34.02827835,31211,Bosque mixto abierto alto de tierra firme,BNAALT,5,Amenaza alta,TOg,Formacion Guachinte,MM0920,BD_SGRED,Operativo,10/13/2022 0:00,10/13/2022COLEGIO SAN LUIS,Av 10 Calle 12B Norte Sector Casa 20,Bataclan,Golondrinas,-7653802,346503,COLEGIO SAN LUIS,PG,CVC,12785,2622400101,1060105.49,874385876,0,11,31.4,55,124,179.4,222,329
481,482,MM0924,10/4/2022,Carrera 44 oe # 6G-63,Silo�, ,-76.5574,3.422449,LOS CRISTALES,2622330105,MM0924,1122.023193,32.88292313,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0924,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Carrera 44 oe # 6G-63,Silo?, ,-765574,3422449,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
482,483,MM0925,10/4/2022,Los Guayabales,Silo�, ,-76.55637,3.421737,LOS CRISTALES,2622330105,MM0925,1076.53064,61.16025543,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0925,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Los Guayabales,Silo?, ,-7655637,3421737,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
483,484,MM0926,10/4/2022,Casa de Piedra,Silo�, ,-76.55622,3.424241,LOS CRISTALES,2622330105,MM0926,1093.405762,39.48587036,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0926,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Casa de Piedra,Silo?, ,-7655622,3424241,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
484,485,MM0927,10/4/2022,Carrera 40B oe # 3-24,Silo�, ,-76.55573,3.4266,LOS CRISTALES,2622330105,MM0927,1048.150757,35.07627869,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0927,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Carrera 40B oe # 3-24,Silo?, ,-7655573,864225,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
485,486,MM0928,10/4/2022,Los Guayabales,Silo�, ,-76.553506,3.424533,LOS CRISTALES,2622330105,MM0928,991.9353027,51.89107132,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0928,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Los Guayabales,Silo?, ,-76553506,3424533,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
486,487,MM0929,10/4/2022,Lleras Camargo,Silo�, ,-76.563188,3.418608,LOS CRISTALES,2622330105,MM0929,1006.170227,20.80079651,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0929,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Lleras Camargo,Silo?, ,-76563188,3418608,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
487,488,MM0930,10/4/2022,Calle 24 os # 47-59,Silo�, ,-76.564833,3.421501,LOS CRISTALES,2622330105,MM0930,1073.880737,11.28443432,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0930,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Calle 24 os # 47-59,Silo?, ,-76564833,3421501,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
488,489,MM0931,10/4/2022,Calle 2 oe # 47-59,Silo�, ,-76.56494,3.421512,LOS CRISTALES,2622330105,MM0931,1073.391846,7.926323891,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0931,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Calle 2 oe # 47-59,Silo?, ,-7656494,3421512,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
489,490,MM0932,10/4/2022,Sultana,Silo�, ,-76.562997,3.422389,LOS CRISTALES,2622330105,MM0932,1084.868652,24.33436012,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0932,BD_SGRED,Operativo,10/4/2022 0:00,10/4/2022PLANTA RIO CALI,Sultana,Silo?, ,-76562997,3422389,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,7.2,7,70.5,70,92,143.6,221.2,359
490,491,MM0933,10/12/2022,Morti�al,Morti�al, ,-76.549283,3.440902,PLANTA RIO CALI,2622400103,MM0933,1052.237549,38.29735565,12211,Otras superficies artificiales sin construcción,OISC,3,Riesgo medio,Kv,Formacion Volcanica,MM0933,BD_SGRED,Operativo,10/12/2022 0:00,10/12/2022PLANTA RIO CALI,Morti?al,Morti?al, ,-76549283,3440902,PLANTA RIO CALI,PG,CVC,19369,2622400103,1059076.72,872749661,8.7,9,43,50,113.6,172.7,258.6,392
491,492,MM0934,10/12/2022,Los Cristales,Los Cristales, ,-76.551029,3.482479,AGUACATAL-MONTEBELLO,2622420101,MM0934,1213.833008,55.06575012,23171,Pasto cultivado arbolado,PCUAR,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0934,BD_SGRED,Operativo,10/12/2022 0:00,10/12/2022AGUACATAL-MONTEBELLO,Los Cristales,Los Cristales, ,-76551029,3482479,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,0,7,7,8,8,17,30,130
492,493,MM0935,10/12/2022,Sal�n Azul,Sal�n Azul, ,-76.561787,3.386725,NAPOLES,2622330108,MM0935,1088.991943,33.44952774,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0935,BD_SGRED,Operativo,10/12/2022 0:00,10/12/2022NAPOLES,Sal?n Azul,Sal?n Azul, ,-76561787,3386725,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,1.2,1,62.1,92,141.9,170.5,210.6,330
493,494,MM0936,10/12/2022,Comuna 18,Comuna 18, ,-76.559873,3.38947,NAPOLES,2622330108,MM0936,1013.12915,33.51405334,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,TOg,Formacion Guachinte,MM0936,BD_SGRED,Operativo,10/12/2022 0:00,10/12/2022NAPOLES,Comuna 18,Comuna 18, ,-76559873,338947,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,1.2,1,62.1,92,141.9,170.5,210.6,330
494,495,MM0937,10/12/2022,Cerros de Guadalupe,Cerros de Guadalupe, ,-76.556255,3.407734,IDEAS,2622330111,MM0937,982.942749,22.5557785,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,TOg,Formacion Guachinte,MM0937,BD_SGRED,Operativo,10/12/2022 0:00,10/12/2022IDEAS,Cerros de Guadalupe,Cerros de Guadalupe, ,-76556255,3407734,IDEAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,0,31.6,46,132.4,195.5,409.8,560
495,496,MM0938,10/14/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.551396,3.500976,AGUACATAL-MONTEBELLO,2622420101,MM0938,1462.125,27.46909714,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0938,BD_SGRED,Operativo,10/14/2022 0:00,10/14/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76551396,3500976,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,3,3,10,10,11,20,23,133
496,497,MM0939,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.550959,3.501409,AGUACATAL-MONTEBELLO,2622420101,MM0939,1464.731567,33.90829849,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0939,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76550959,3501409,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
497,498,MM0941,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.551185,3.50095,AGUACATAL-MONTEBELLO,2622420101,MM0941,1456.752441,8.767216682,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0941,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76551185,350095,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
498,499,MM0942,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.550817,3.50109,AGUACATAL-MONTEBELLO,2622420101,MM0942,1457.021606,5.195363998,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0942,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76550817,350109,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
499,500,MM0943,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.551038,3.501052,AGUACATAL-MONTEBELLO,2622420101,MM0943,1458.750122,6.963339806,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0943,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76551038,3501052,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
500,501,MM0944,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.55328,3.499998,AGUACATAL-MONTEBELLO,2622420101,MM0944,1544.591919,61.79437637,23170,Pasto cultivado,PCU,6,Amenaza media,TOg,Formacion Guachinte,MM0944,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-7655328,3499998,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
501,502,MM0945,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.55131,3.501928,AGUACATAL-MONTEBELLO,2622420101,MM0945,1495.354126,72.14406586,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0945,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-7655131,3501928,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
502,503,MM0946,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.551505,3.501567,AGUACATAL-MONTEBELLO,2622420101,MM0946,1487.779175,50.42773056,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0946,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76551505,3501567,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
503,504,MM0947,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.550673,3.500793,AGUACATAL-MONTEBELLO,2622420101,MM0947,1454.988159,9.572416306,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0947,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76550673,3500793,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
504,505,MM0948,10/25/2022,"Sector """"Hoyo Fr�o""""",Golondrinas Cabecera,Golondrinas,-76.549324,3.499898,AGUACATAL-MONTEBELLO,2622420101,MM0948,1430.759644,44.20295715,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0948,BD_SGRED,Operativo,10/25/2022 0:00,10/25/2022AGUACATAL-MONTEBELLO,"Sector """"Hoyo Fr?o""""",Golondrinas Cabecera,Golondrinas,-76549324,3499898,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,8,32,61,61,84,92,84,165
505,506,MM0949,10/28/2022,Antigua v�a al Mar,N/A,Saladito,-76.610937,3.486859,AGUACATAL,2622420103,MM0949,1807.132813,36.58799362,31111,Bosque mixto denso alto de tierra firme,BNDALT,6,Amenaza media,Ql/Kv,Lateritas Formacion Volcanica,MM0949,BD_SGRED,Operativo,10/28/2022 0:00,10/28/2022AGUACATAL,Antigua v?a al Mar,N/A,Saladito,-76610937,3486859,AGUACATAL,PG,CVC,25936,2622420103,1052370.03,879525415,23,45,117.2,154,179.4,243,372.4,432
506,507,MM0954,11/6/2022,Cra 44 Oeste #5-75,Siloe, ,-76.55593,3.42213,LOS CRISTALES,2622330105,MM0954,1057.155273,65.23265839,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0954,BD_SGRED,Operativo,11/6/2022 0:00,11/6/2022PLANTA RIO CALI,Cra 44 Oeste #5-75,Siloe, ,-7655593,342213,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,0,22,34.7,44,115.4,162.6,335,412
507,508,MM0955,11/13/2022,Av 9 oeste No 22A Bis - 05,Aguacatal, ,-76.564405,3.455412,CALI - BOCATOMA,2622400106,MM0955,1064.191772,9.77491951,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0955,BD_SGRED,Operativo,11/13/2022 0:00,11/13/2022CALI - BOCATOMA,Av 9 oeste No 22A Bis - 05,Aguacatal, ,-76564405,3455412,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0.2,13,14.4,24,29.6,101,182.8,214
508,509,MM0956,11/3/2022,calle 5 oeste # 40B - 34,Siloe San Francisco, ,-76.556056,3.425982,LOS CRISTALES,2622330105,MM0956,1076.442261,38.38564682,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0956,BD_SGRED,Operativo,11/3/2022 0:00,11/3/2022PLANTA RIO CALI,calle 5 oeste # 40B - 34,Siloe San Francisco, ,-76556056,3425982,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,12.3,12,21.6,74,103.9,176,312.6,390
509,510,MM0957,11/2/2022,Carrera 44 # 5 - 31 oeste,Siloe San Martin, ,-76.556095,3.422091,LOS CRISTALES,2622330105,MM0957,1066.715942,50.77840424,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0957,BD_SGRED,Operativo,11/2/2022 0:00,11/2/2022PLANTA RIO CALI,Carrera 44 # 5 - 31 oeste,Siloe San Martin, ,-76556095,3422091,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,32.8,62,121.8,176.3,300.3,388
510,511,MM0960,11/3/2022,Calle 38 #59-18 Oeste, , ,-76.583448,3.45828,CALI - BOCATOMA,2622400106,MM0960,1300.034424,16.64130783,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0960,BD_SGRED,Operativo,11/3/2022 0:00,11/3/2022CALI - BOCATOMA,Calle 38 #59-18 Oeste, , ,-76583448,345828,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,5.2,5,9.4,57,71,90.6,168.8,196
511,512,MM0968,1/11/2023,Av 7 Oe #26A-08,Terron Colorado-Palmas, ,-76.57105,3.454208,CALI - BOCATOMA,2622400106,MM0968,1183.754395,49.18910217,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0968,BD_SGRED,Operativo,1/11/2023 0:00,1/11/2023CALI - BOCATOMA,Av 7 Oe #26A-08,Terron Colorado-Palmas, ,-7657105,3454208,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0,1,6.8,7,12.2,15.4,43.2,144
512,513,MM0969,1/16/2023, ,Sector Los Andes, ,-76.579083,3.411973,IDEAS,2622330111,MM0969,1066.22522,27.51220322,23172,Pasto cultivado enmalezado,PCURA,6,Amenaza media,Ql/Kv,Lateritas Formacion Volcanica,MM0969,BD_SGRED,Operativo,1/16/2023 0:00,1/16/2023LAS BRISAS, ,Sector Los Andes, ,-76579083,3411973,LAS BRISAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,1,83,99,135,169,241,561
513,514,MM0970,1/13/2023,Av 46 Oe #11-35,Sector Aragones, ,-76.552767,3.486897,AGUACATAL-MONTEBELLO,2622420101,MM0970,1219.263672,64.23167419,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0970,BD_SGRED,Operativo,1/13/2023 0:00,1/13/2023FELIDIA,Av 46 Oe #11-35,Sector Aragones, ,-76552767,3486897,FELIDIA,PM,CVC,25210,2622420101,1058550,877405612,16.6,17,16.6,17,17,24,187.2,390
514,515,MM0971,1/21/2023,Sector La Esmeralda,Pichinde, ,-76.626258,3.444985,BRASILIA,2622400104,MM0971,1911.701904,3.21262908,23170,Pasto cultivado,PCU,6,Amenaza media,Ql/Kv,Lateritas Formacion Volcanica,MM0971,BD_SGRED,Operativo,1/21/2023 0:00,1/21/2023BRASILIA,Sector La Esmeralda,Pichinde, ,-76626258,3444985,BRASILIA,PM,CVC,23747,2622400104,1049902.3,873547871,11.7,12,14.4,82,121.8,191.7,371,522
515,516,MM0972,1/31/2023,C 4 Oeste # 73 - 48,Los Chorros, ,-76.560772,3.391292,NAPOLES,2622330108,MM0972,1061.284058,51.97519684,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0972,BD_SGRED,Operativo,1/31/2023 0:00,1/31/2023NAPOLES,C 4 Oeste # 73 - 48,Los Chorros, ,-76560772,3391292,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,0,0,0,0,0,0,0,0
516,517,MM0973,1/17/2023,N/A, ,La Castilla,-76.5777,3.484681,AGUACATAL-MONTEBELLO,2622420101,MM0973,1664.661011,28.95821762,31211,Bosque mixto abierto alto de tierra firme,BNAALT,5,Amenaza alta,Kv,Formacion Volcanica,MM0973,BD_SGRED,Operativo,1/17/2023 0:00,1/17/2023FELIDIA,N/A, ,La Castilla,-765777,3484681,FELIDIA,PM,CVC,25210,2622420101,1058550,877405612,0.2,2,18.6,19,18.6,23.2,120.8,390
517,518,MM0981,2/14/2023,Km 13 V�a al mar,El Saladito Cabecera,El Saladito,-76.602567,3.488953,AGUACATAL,2622420103,MM0981,1623.70752,101.9562073,23170,Pasto cultivado,PCU,6,Amenaza media,Kv,Formacion Volcanica,MM0981,BD_SGRED,Operativo,2/14/2023 0:00,2/14/2023AGUACATAL,Km 13 V?a al mar,El Saladito Cabecera,El Saladito,-76602567,3488953,AGUACATAL,PG,CVC,25936,2622420103,1052370.03,879525415,0,0,0,0,0.2,11.4,102.4,211
518,519,MM0987,3/6/2023,Pichinde via Cementerio,Pichinde, ,-76.611707,3.436149,PICHINDE,2622400108,MM0987,1572.001221,58.08831787,31211,Bosque mixto abierto alto de tierra firme,BNAALT,6,Amenaza media,Ql/Kv,Lateritas Formacion Volcanica,MM0987,BD_SGRED,Operativo,3/6/2023 0:00,3/6/2023PICHINDE,Pichinde via Cementerio,Pichinde, ,-76611707,3436149,PICHINDE,PG,CVC,41465,2622400108,1051712.16,871601869,29.2,39,56.4,59,94,144.8,289.2,375
519,520,MM0990,3/7/2023,N/A,Cabecera Felidia,Felidia,-76.63075,3.469165,FELIDIA,2622400107,MM0990,1745.485718,65.43206787,21110,Otros cultivos arbóreos plantados densos,OCARD,4,Riesgo bajo,Kv,Formacion Volcanica,MM0990,BD_SGRED,Operativo,3/7/2023 0:00,3/7/2023BRASILIA,N/A,Cabecera Felidia,Felidia,-7663075,3469165,BRASILIA,PG,CVC,9/25/2013,2622400107,1049800.04,875040335,6.4,60,81.9,85,125.2,176.4,324.3,391
520,521,MM0992,3/19/2023,Calle 3 oeste No 90 Bis - 02,Las Palmas 1, ,-76.55967,3.37937,NAPOLES,2622330108,MM0992,1139.464233,32.43120575,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0992,BD_SGRED,Operativo,3/19/2023 0:00,3/19/2023NAPOLES,Calle 3 oeste No 90 Bis - 02,Las Palmas 1, ,-7655967,337937,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,0.3,8,9.8,55,142.8,181.7,215.4,348
521,522,MM1000,4/9/2023,Calle 8 Oeste #50D � 10,Tierra Blanca,N/A,-76.559514,3.419181,LOS CRISTALES,2622330105,MM1000,1046.72522,68.67971039,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM1000,BD_SGRED,Operativo,4/9/2023 0:00,4/9/2023PLANTA RIO CALI,Calle 8 Oeste #50D ? 10,Tierra Blanca,N/A,-76559514,3419181,PLANTA RIO CALI,PM,CVC,25205,2622330105,1056527.91,870803337,0.1,0,11.2,11,32,71.3,231.4,291
522,523,MM1012,5/28/2023,Carrera 51 oeste No 11 - 16,Lleras Camargo,N/A,-76.561278,3.417893,IDEAS,2622330111,MM1012,1003.744629,53.08117294,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM1012,BD_SGRED,Operativo,5/28/2023 0:00,5/28/2023CAÑAVERALEJO-EDIFICIO CVC,Carrera 51 oeste No 11 - 16,Lleras Camargo,N/A,-76561278,3417893,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,0,0,0,0,0,0,0
523,524,MM1271,2/28/1955,AVDA 9 CON CLL 15A Y 16,Granada, ,-76.533904,3.459923,COLEGIO SAN LUIS,2622400101,MM1271,984.8065796,5.49406147,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Qca,Conos aluviales,MM1271,BD_DESINVENTAR,N/A,2/28/1955 0:00,2/28/1955COLEGIO SAN LUIS,AVDA 9 CON CLL 15A Y 16,Granada, ,-76533904,3459923,COLEGIO SAN LUIS,PG,CVC,12785,2622400101,1060105.49,874385876,5,98,107,107,148,156,180,348
